ID,Specialisation,Certification,CreativeSkill
155095,Digital Marketing,HubSpot Certified,Video Production
155096,Content Creation,HubSpot Certified,Video Production
155100,Public Relations,None,Video Production
155115,Content Creation,HubSpot Certified,Writing
155117,Content Creation,None,Writing
155119,Digital Marketing,None,Graphic Design
155139,Content Creation,None,Video Production
155144,Digital Marketing,Google Certified,Graphic Design
155145,Digital Marketing,Google Certified,Graphic Design
155149,Content Creation,Google Certified,Graphic Design
155165,Public Relations,HubSpot Certified,Writing
155169,Content Creation,HubSpot Certified,Writing
155180,Public Relations,HubSpot Certified,Writing
155183,Public Relations,HubSpot Certified,Graphic Design
155184,Digital Marketing,Google Certified,Graphic Design
155187,Content Creation,None,Graphic Design
155193,Public Relations,Google Certified,Graphic Design
155198,Public Relations,None,Video Production
155199,Public Relations,HubSpot Certified,Graphic Design
155200,Digital Marketing,Google Certified,Writing
155202,Content Creation,HubSpot Certified,Writing
155204,Public Relations,None,Graphic Design
155207,Content Creation,Google Certified,Writing
155221,Digital Marketing,HubSpot Certified,Video Production
155227,Content Creation,Google Certified,Graphic Design
155232,Content Creation,None,Video Production
155247,Digital Marketing,HubSpot Certified,Graphic Design
155254,Public Relations,HubSpot Certified,Writing
155262,Content Creation,None,Graphic Design
155266,Content Creation,HubSpot Certified,Video Production
155267,Content Creation,Google Certified,Writing
155269,Public Relations,None,Writing
155270,Digital Marketing,Google Certified,Graphic Design
155274,Digital Marketing,Google Certified,Video Production
155275,Public Relations,None,Graphic Design
155276,Digital Marketing,None,Graphic Design
155296,Digital Marketing,Google Certified,Graphic Design
155298,Digital Marketing,Google Certified,Graphic Design
155299,Content Creation,None,Writing
155302,Content Creation,None,Video Production
155307,Content Creation,HubSpot Certified,Graphic Design
155308,Content Creation,None,Graphic Design
155318,Public Relations,Google Certified,Graphic Design
155326,Content Creation,None,Writing
155340,Public Relations,HubSpot Certified,Writing
155349,Public Relations,Google Certified,Video Production
155350,Content Creation,HubSpot Certified,Graphic Design
155351,Content Creation,HubSpot Certified,Graphic Design
155356,Content Creation,Google Certified,Video Production
155363,Digital Marketing,HubSpot Certified,Video Production
155370,Digital Marketing,Google Certified,Video Production
155385,Content Creation,Google Certified,Video Production
155387,Content Creation,HubSpot Certified,Graphic Design
155397,Content Creation,Google Certified,Writing
155399,Digital Marketing,Google Certified,Graphic Design
155409,Public Relations,HubSpot Certified,Video Production
155415,Digital Marketing,Google Certified,Writing
155418,Digital Marketing,None,Writing
155427,Content Creation,None,Graphic Design
155431,Digital Marketing,None,Writing
155438,Digital Marketing,Google Certified,Writing
155442,Content Creation,Google Certified,Graphic Design
155443,Digital Marketing,HubSpot Certified,Writing
155446,Digital Marketing,Google Certified,Graphic Design
155447,Content Creation,Google Certified,Graphic Design
155448,Digital Marketing,HubSpot Certified,Writing
155458,Public Relations,HubSpot Certified,Writing
155475,Public Relations,None,Graphic Design
155476,Public Relations,Google Certified,Video Production
155488,Digital Marketing,Google Certified,Video Production
155489,Public Relations,HubSpot Certified,Video Production
155490,Digital Marketing,None,Video Production
155500,Public Relations,HubSpot Certified,Video Production
155503,Digital Marketing,None,Video Production
155509,Content Creation,None,Graphic Design
155513,Content Creation,None,Graphic Design
155516,Digital Marketing,Google Certified,Video Production
155518,Public Relations,None,Writing
155519,Content Creation,Google Certified,Writing
155520,Public Relations,HubSpot Certified,Video Production
155527,Digital Marketing,HubSpot Certified,Video Production
155530,Digital Marketing,None,Graphic Design
155537,Digital Marketing,None,Graphic Design
155547,Content Creation,None,Graphic Design
155549,Public Relations,None,Graphic Design
155552,Content Creation,None,Graphic Design
155553,Content Creation,Google Certified,Graphic Design
155560,Digital Marketing,Google Certified,Writing
155562,Digital Marketing,HubSpot Certified,Graphic Design
155563,Content Creation,HubSpot Certified,Graphic Design
155567,Public Relations,HubSpot Certified,Writing
155569,Public Relations,None,Graphic Design
155570,Public Relations,HubSpot Certified,Graphic Design
155581,Content Creation,None,Writing
155584,Digital Marketing,None,Video Production
155607,Public Relations,None,Graphic Design
155608,Public Relations,Google Certified,Graphic Design
155610,Content Creation,None,Graphic Design
155612,Content Creation,None,Video Production
155613,Content Creation,None,Writing
155617,Digital Marketing,HubSpot Certified,Graphic Design
155620,Public Relations,Google Certified,Video Production
155632,Digital Marketing,HubSpot Certified,Video Production
155634,Digital Marketing,None,Writing
155636,Content Creation,None,Writing
155638,Digital Marketing,Google Certified,Writing
155656,Content Creation,HubSpot Certified,Video Production
155662,Digital Marketing,Google Certified,Graphic Design
155674,Digital Marketing,Google Certified,Video Production
155679,Content Creation,None,Graphic Design
155681,Digital Marketing,Google Certified,Video Production
155682,Content Creation,None,Video Production
155685,Digital Marketing,None,Graphic Design
155686,Digital Marketing,None,Writing
155688,Digital Marketing,HubSpot Certified,Writing
155698,Public Relations,HubSpot Certified,Video Production
155700,Public Relations,HubSpot Certified,Video Production
155702,Public Relations,Google Certified,Video Production
155704,Content Creation,HubSpot Certified,Writing
155705,Content Creation,Google Certified,Video Production
155707,Public Relations,HubSpot Certified,Graphic Design
155711,Digital Marketing,None,Writing
155719,Digital Marketing,Google Certified,Graphic Design
155729,Digital Marketing,Google Certified,Video Production
155734,Digital Marketing,HubSpot Certified,Writing
155736,Public Relations,HubSpot Certified,Video Production
155737,Public Relations,None,Video Production
155741,Content Creation,None,Writing
155747,Public Relations,None,Graphic Design
155751,Digital Marketing,HubSpot Certified,Writing
155755,Digital Marketing,Google Certified,Writing
155758,Digital Marketing,None,Video Production
155765,Content Creation,None,Graphic Design
155773,Content Creation,Google Certified,Graphic Design
155777,Digital Marketing,HubSpot Certified,Writing
155782,Public Relations,Google Certified,Video Production
155785,Public Relations,Google Certified,Video Production
155793,Public Relations,None,Video Production
155809,Public Relations,Google Certified,Writing
155813,Public Relations,Google Certified,Graphic Design
155822,Digital Marketing,Google Certified,Graphic Design
155836,Public Relations,Google Certified,Writing
155850,Digital Marketing,Google Certified,Video Production
155857,Content Creation,Google Certified,Video Production
155858,Content Creation,Google Certified,Video Production
155859,Digital Marketing,None,Writing
155864,Content Creation,HubSpot Certified,Video Production
155874,Content Creation,HubSpot Certified,Writing
155878,Public Relations,Google Certified,Video Production
155879,Digital Marketing,Google Certified,Writing
155881,Content Creation,Google Certified,Graphic Design
155889,Public Relations,None,Writing
155892,Content Creation,Google Certified,Graphic Design
155900,Digital Marketing,Google Certified,Writing
155906,Public Relations,None,Writing
155911,Digital Marketing,Google Certified,Writing
155912,Public Relations,HubSpot Certified,Video Production
155913,Digital Marketing,Google Certified,Video Production
155918,Content Creation,HubSpot Certified,Writing
155924,Public Relations,HubSpot Certified,Writing
155930,Content Creation,Google Certified,Video Production
155933,Public Relations,None,Graphic Design
155942,Content Creation,None,Writing
155943,Digital Marketing,None,Graphic Design
155960,Public Relations,Google Certified,Video Production
155961,Content Creation,HubSpot Certified,Video Production
155963,Content Creation,HubSpot Certified,Graphic Design
155964,Digital Marketing,Google Certified,Writing
155967,Content Creation,HubSpot Certified,Video Production
155968,Content Creation,None,Writing
155970,Content Creation,None,Video Production
155982,Digital Marketing,Google Certified,Writing
155990,Content Creation,None,Writing
155991,Content Creation,None,Video Production
155996,Digital Marketing,HubSpot Certified,Writing
156001,Content Creation,None,Graphic Design
156004,Digital Marketing,Google Certified,Writing
156013,Content Creation,None,Writing
156014,Public Relations,HubSpot Certified,Writing
156016,Public Relations,HubSpot Certified,Writing
156017,Content Creation,HubSpot Certified,Writing
156019,Digital Marketing,Google Certified,Graphic Design
156022,Public Relations,None,Writing
156031,Digital Marketing,Google Certified,Video Production
156046,Public Relations,HubSpot Certified,Video Production
156055,Content Creation,HubSpot Certified,Video Production
156067,Content Creation,HubSpot Certified,Graphic Design
156073,Content Creation,Google Certified,Graphic Design
156078,Content Creation,None,Writing
156086,Public Relations,None,Writing
156087,Public Relations,None,Writing
156090,Public Relations,Google Certified,Writing
156093,Content Creation,None,Video Production
156095,Digital Marketing,HubSpot Certified,Writing
156099,Digital Marketing,HubSpot Certified,Video Production
156102,Content Creation,HubSpot Certified,Writing
156105,Content Creation,HubSpot Certified,Graphic Design
156109,Content Creation,Google Certified,Video Production
156111,Content Creation,Google Certified,Graphic Design
156112,Digital Marketing,HubSpot Certified,Writing
156115,Public Relations,HubSpot Certified,Graphic Design
156116,Public Relations,Google Certified,Video Production
156120,Digital Marketing,HubSpot Certified,Graphic Design
156122,Digital Marketing,HubSpot Certified,Writing
156133,Public Relations,None,Video Production
